Nom,Description,Photo,Quentin Chavanne,Unnamed: 1,Unnamed: 2
Dav Pilkey,"Revue de presse
Everyone Digs Dog Man!
★ ""High-intensity, heartwarming, and, above all, hysterically funny."" -- Kirkus Reviews, starred review
★ ""Riotously funny and original."" -- School Library Journal, starred review
★ ""An utter, unfettered delight."" -- Booklist, starred review
★ ""Readers (of any age) will be giggling from start to finish."" -- Publishers Weekly, starred review
Quatrième de couverture
The twelfth bestselling, full-colour Dog Man book from Dav Pilkey- you&#39ll howl with laughter!

Our canine superhero returns in DOG MAN: THE SCARLET SHEDDER, the suspenseful and hilarious twelfth graphic novel in the #1 worldwide bestselling series by award-winning author and illustrator Dav Pilkey!
P.U.! Dog Man got sprayed by a skunk! After being dunked in tomato juice, the stink is gone but the scarlet red colour remains. Now exiled, this spunky superhero must struggle to save the citizens who shunned him! Will the ends justify the means for Petey, who&#39s reluctantly pulled back into a life of crime in order to help Dog Man? And who will step forward when an all-new, never-before-seen villain unleashes an army of A.I. robots?

The fun and creativity continue with Dog Man with Love: The Official Colouring Book. And for more heartfelt graphic novel adventures, join Flippy and Li&#39l Petey in the Cat Kid Comic Club series. And don&#39t forget the series that started it all: Captain Underpants!

Dav Pilkey&#39s wildly popular Dog Man series appeals to readers of all ages and explores universally positive themes, including:

empathy
kindness
persistence
and the importance of doing good.
En lire plus",https://m.media-amazon.com/images/S/amzn-author-media-prod/fq1ueu6o614t3potdrc7efivk6._SY600_.jpg,,,
Cee Cee Mia,"Attirée depuis toujours par le monde des enfants, Bénédicte Carboneill, alias Carbone, choisit de devenir professeur des écoles. ""Maîtresse"" depuis 1995 et directrice de maternelle, l&#39écriture arrive par hasard dans sa vie et finit par s&#39imposer. De parutions pédagogiques (pour les éditions Jocatop, Bordas, La Classe Maternelle) en projets pour ses élèves : L&#39idée de travailler en classe à partir de ses albums germe et aboutit à la création des éditions du Pas de l&#39échelle (aujourd&#39hui Label de BPE-PEMF), alliance d&#39albums et de fichiers pédagogiques. Éditrice, directrice de collection mais avant tout auteure, Bénédicte écrit pour les tout-petits mais aussi les adolescents chez divers éditeurs (Fleurus, Oskar, Auzou, Larousse, Mijade...). Fin 2015, Bénédicte Carboneill prend le pseudo de Carbone et s&#39essaye à la bande dessinée avec un premier projet "" Le Pass&#39Temps "" aux éditions Jungle (sept 2016). Puis les éditions Dupuis accueillent La boîte à Musique (avec Gijé), première de plusieurs séries à venir (Les Zindics Anonymes, La Brigade des Souvenirs, Dans les yeux de Lya). Aujourd&#39hui en mi-temps annualisé de l&#39Éducation Nationale, Carbone articule sa vie entre pédagogie et scénario de BD, univers dans lequel elle s&#39épanouie désormais.

Annie Jay est un auteur français de romans historiques d&#39une grande précision de détails, destinés à la jeunesse, dont la trame de narration est utilisée en pédagogie.

Elle a grandi en banlieue parisienne. Elle a suivi une année de droit à l&#39université puis s&#39est mariée.

Elle a travaillé à temps partiel comme comptable à Toulouse et habite dans la région de Montauban. Elle est à présent écrivain à plein temps.
Son premier roman, Complot à Versailles, paru en 1993, est dû à un pari avec ses neveux...",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Jordi Lafebre,..............,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Alejandro Jodorowsky,"Visionary storyteller Jodorowsky returns to the epic mythology he created with the late Mœbius over 30 years ago. This volume concludes the piritual space adventures of everyman, John DiFool, as the universe faces the threat of an all-devouring metallic virus. This regular sized hardcover contains the complete 3-volume series Final Incal illustrated by Eisner-winning artist Ladrönn as well as an interview with both creators. Note: This edition does not include Mœbius&#39s After the Incal material.",https://m.media-amazon.com/images/I/41Q9p6JDpSL._SY600_.jpg,,,
Herzet Emmanuel,Le Meilleur Espion de la CIA est il un agent double ?,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Jérôme FELIX,"En 1984, Alain entre à l&#39École d&#39Art de la Rue Madame à Paris, où il y étudiera le dessin sous toutes ses formes pendant quatre ans. En parallèle à ses études, il dessine dans des fanzines BD comme Scarce ou Le Goinfre jusqu&#39en 1992.Cette même année, il crée avec des amis la société de BDCom Trait de Plume. Deux collectif BD en noir et blanc y verront le jour : La Première Fois en 1994 et Un Parc en 1995 dans lesquels Alain dessineLes Aventures de Léo Piel. Il rencontre un couple de jeunes et talentueux scénaristes : Anne et Gérard Guéro, plus connus sous le pseudonyme de Ange. Le courant va immédiatement passer et ils développent ensemble la série Némésis aux éditionsLe Téméraire puis chez Soleil production. Entre 2005 et 2007 Alain et Ange sortent une nouvelle série de science-fiction en deux tomes :Babel. Il sort H.O.P.E. signé chez Glénat de 2009 et mars 2011. Il enchaine sur un diptyque de fantasy toujours pour les éditions Glénat, Trois Peuples qui sortira en juin 2013.Entre 2014 et 2016, 3 nouveaux tomes de Nemesissortent chez soleil production et l&#39adaptation de son roman (coécrit avec Ange) de SF, La mâchoire du Dragon qui deviendra Fédérationen 3 tomes.Alain travaille également dans l&#39animation en tant que décorateur pour des séries jeunesse tel que Les 4 Fantastiques ou Foot 2 Rue.En 2019 suite à une annonce passée sur Facebook par le scénariste Jérôme Félix, Alain propose des planches pour un projet Feel Good, chez Grand Angle, Ces Petits Riens qui changent tout et c&#39est le début d&#39une nouvelle aventure...

Jérôme Félix est né en 1972 à Vire. Cet amoureux d&#39Arsène Lupin et du cinéaste Frank Capra démarre sa carrière d&#39auteur en réalisant deux bande dessinées régionales situées dans la ville de Dieppe où il réside alors. Il rejoint ensuite les éditions Soleil pour qui il scénarise L&#39Arche et le one shot Un pas vers les étoiles. Depuis, il a imaginé des histoires aux tons très différents allant du romantisme avec Une vie à écrire, à la comédie avec Mort et entêté en passant par l&#39aventure avec sa série L&#39Héritage du Diable. En 2019, Jérôme publie le très remarqué « Jusqu&#39au dernier », un western vendu à 75 000 exemplaires et qui obtiendra le prix FNAC BD de Belgique. Parallèlement à son activité de scénariste, Jérôme Félix dirige le festival du polar normand Bloody Fleury. Il anime également de nombreuses conférences sur la BD dans les écoles d&#39art, les médiathèques ou les salons littéraires de tout l&#39hexagone.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Benoit Dahan,,https://m.media-amazon.com/images/S/amzn-author-media-prod/fh9tlssqm1hav7817sgjg8cra4._SY600_.jpg,,,
Fred Vargas,"« Un vieux tas de fringues abandonnées dans le froid, c&#39était tout ce que l&#39assassin avait vu de lui, s&#39il l&#39avait seulement vu. » Un meurtre vient troubler le quotidien de Pi, clochard et vendeur d&#39éponges à ses heures. Interrogé comme témoin, il fait la connaissance du célèbre Adamsberg, commissaire aux méthodes déroutantes. La vérité sur l&#39affaire se dévoile peu à peu, en même temps que se dessine le portrait d&#39un homme brisé par la vie. L&#39originalité graphique d&#39Edmond Baudoin, entre peinture et bande dessinée, illustre avec un réalisme surprenant les mots de Fred Vargas. D&#39après Cinq francs pièces, extrait du recueil Coule la Seine.",,,,
Benoît Dahan,,https://m.media-amazon.com/images/S/amzn-author-media-prod/fh9tlssqm1hav7817sgjg8cra4._SY600_.jpg,,,
Michel Suro,"Créateur de jeux de rôles et de cédéroms d&#39entreprises. Scénariste de bandes dessinées. Directeur de collection aux éditions Posidonia (en 2018).

Dessinateur de bande dessinée.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Jean Dufaux,"Jean Dufaux est l’auteur d‘une œuvre importante comprenant près de 200 titres, oeuvre originale, à l’écart des modes, plus complexe qu’il n’y paraît. Rapaces, Murena, Giacomo C., Complainte des Landes Perdues, Dixie Road, Monsieur Noir, Ombres, Jessica Blandy, Les Voleurs d’Empires, Djinn, Croisade, le monde de Jean Dufaux s’orchestre autour de quelques thèmes récurrents qui structurent toute l’œuvre : le pouvoir et la folie, la solitude et ses miroirs, les égarements du temps, les blessures du passé.
Cette mosaïque immense qui ne repousse ni les jubilations du roman-feuilleton, ni les ellipses cinématographiques, se veut avant tout une œuvre de plaisir, d’enchantement au sens féerique et occulte du terme. Vendue à des millions d’exemplaires, récompensée par de nombreux prix et distinctions, traduite dans une douzaine de langues (Europe, Japon, Etats-Unis), elle déploie ses sortilèges en se basant sur le talent graphique des meilleurs dessinateurs européens et un art du dialogue qui épouse et repousse l’image dans un même mouvement.
Parmi les nombreux prix, dont ceux pour l’œuvre complète, qui ont couronné sa production, citons :
- Le prix CALIBRE 38, (prix du meilleur polar pour Hammett, aux éditions Glénat), en 1996.
- Le prix de la Société des Gens de Lettres pour Murena en 2007.
- Le prix CHEVERNY (meilleur roman graphique Histoire) pour Murena, aux éditions Dargaud, en 2011.
Jean Dufaux est par ailleurs président du jury des prix DIAGONALE qui récompensent chaque année, en Belgique, des artistes de la bande dessinée.
En 2009, son œuvre est exposée lors des « Regards croisés de la Bande Dessinée Belge » aux Musées royaux des Beaux-Arts de Belgique.
Jean Dufaux a été nommé Chevalier dans l’Ordre des Arts et des Lettres en 2009.


Jean-François Charles naît en Belgique en 1952. Il poursuit ses études à l&#39Académie des Beaux-Arts de Bruxelles et commence par dessiner des caricatures. Il collabore notamment à ""La Libre Belgique"" et la ""Nouvelle Gazette"" sous le pseudonyme de Bof.
En 1975, il travaille pour le magazine ""Spirou"" puis aux éditions Averbode où il illustre plusieurs revues destinées aux enfants. En 1978, il rencontre le scénariste Jan Bucquoy avec lequel il travaille sur Le Bal du Rat Mort qui sort chez Michel Deligne en 1980.
Puis toujours chez Deligne, en 1982 et 1984, il publie Le Pilori et Le Grand Dérangement, les deux premiers épisodes des Pionniers du Nouveau Monde co-scénarisés par son épouse. Les épisodes suivants seront publiés dans le magazine ""Vécu"" édité par Glénat. À partir du tome 7, le dessin des Pionniers du Nouveau Monde est confié à Ersel.
À nouveau chez Glénat, Jean-François Charles dessine Sagamore, un conte philosophique co-scénarisé par son épouse, Maryse. Puis, en 1991, chez le même éditeur, il entame une nouvelle série intitulée Fox, scénarisée par Jean Dufaux.
En 2001, il signe Le Météore, tome 3 du Décalogue scénarisé par Frank Giroud et publie la même année Esquisses & Toiles, un ouvrage qui regroupe plus d&#39une centaine de dessins et croquis inédits sur des textes de Paul Herman. Toujours en 2001, il signe India Dreams chez Casterman scénarisé par Maryse Charles, et en 2007, War and Dreams chez le même éditeur.
En 2010, il revient au dessin avec la saga Ella Mahé, qu&#39il scénarise également avec son épouse Maryse Charles.",,,,
Thierry Dubois,"Né en 1970, Jean-Luc DELVAUX dessine depuis sa plus tendre enfance. Passionné d&#39automobiles, c&#39est d&#39abord celles-ci qu&#39il représente avant de les mettre en scène dans de petites histoires. Il aime redonner vie aux ambiances des années 50-60 dans un style influencé par les maîtres de la bande dessinée qu&#39il dévorait dans son enfance : Tillieux, Franquin, Will... Il réalise deux albums pour les Editions Lefrancq avec pour héros ""Le Marquis"" et collabore à plusieurs magazines en tant qu&#39illustrateur et principalement à Gazoline. Avec son ami Thierry Dubois, il crée le personnage de Jacques Gipar, journaliste et chroniqueur judiciaire dans les années 1950. Jean-Luc vit dans la région Liégeoise.

Thierry Dubois est né en 1963, en banlieue parisienne, d&#39un père français et d&#39une mère belge. Doit-on y voir son gout précoce pour la bande dessinée ? D&#39une famille qui voyage beaucoup en auto, il gardera le souvenir des grands voyages en France et l&#39amour des belles mécaniques. Autodidacte, il noircit ses cahiers en imitant Hergé, Franquin et surtout Tillieux, le dessinateur de Gil Jourdan. Passionné par les routes, il commence à s&#39intéresser à l&#39histoire de la Nationale 7, dont il est devenu le grand spécialiste. Il a ainsi réalisé les 80 fascicules de la collection presse « La Route Bleue » aux éditions Altaya. C&#39était la Nationale 7, paru en 2012 chez Paquet, regroupe un mélange subtil de dessins, de texte et de photos d&#39époque. En 2010, avec son ami Jean-Luc Delvaux, il a créé le personnage de « Jacques Gipar », journaliste et chroniqueur judiciaire dans les années 1950. En 2020 paraît le premier tome du « Merlu », une trilogie sur l&#39occupation allemande et la résistance française, racontant le destin d&#39un jeune français pris dans la tourmente de la guerre.",https://m.media-amazon.com/images/S/amzn-author-media-prod/ce80087750e8524c10v91vvlfa._SY600_.jpg,,,
